Date,Lehigh Valley International,Abilene Regional,Albuquerque International Sunport,Aberdeen Regional,Southwest Georgia Regional,Waco Regional,Arcata,Adak,Kodiak Airport,Alexandria International,Augusta Regional at Bush Field,Albany International,Waterloo Regional,Rick Husband Amarillo International,Ted Stevens Anchorage International,Alpena County Regional,Watertown International,Aspen Pitkin County Sardy Field,Hartsfield-Jackson Atlanta International,Outagamie County Regional,Austin - Bergstrom International,Asheville Regional,Wilkes Barre Scranton International,Kalamazoo/Battle Creek International,Bradley International,Bethel Airport,Meadows Field,Bangor International,Birmingham-Shuttlesworth International,Billings Logan International,Bismarck Municipal,Bemidji Regional,Branson Airport,Bellingham International,Central Illinois Regional,Nashville International,Boise Air Terminal,Logan International,Jack Brooks Regional,Brunswick Golden Isles,Rafael Hernandez,Brainerd Lakes Regional,Brownsville South Padre Island International,Wiley Post/Will Rogers Memorial,Bert Mooney,Baton Rouge Metropolitan/Ryan Field,Burlington International,Buffalo Niagara International,Bob Hope,Baltimore/Washington International Thurgood Marshall,Bozeman Yellowstone International,Columbia Metropolitan,Akron-Canton Regional,Cedar City Regional,Merle K Mudhole Smith,Jack McNamara Field,Lovell Field,Charlottesville Albemarle,Charleston AFB/International,Chico Municipal,The Eastern Iowa,McClellan-Palomar,Cleveland-Hopkins International,Easterwood Field,Charlotte Douglas International,Port Columbus International,University of Illinois/Willard,Houghton County Memorial,Yellowstone Regional,City of Colorado Springs Municipal,Columbia Regional,Casper/Natrona County International,Corpus Christi International,Yeager,Columbus Airport,Cincinnati/Northern Kentucky International,Central Wisconsin,Daytona Beach International,Dallas Love Field,James M Cox/Dayton International,Dubuque Regional,Ronald Reagan Washington National,Denver International,Dallas/Fort Worth International,Dothan Regional,Dickinson - Theodore Roosevelt Regional,Duluth International,Durango La Plata County,Des Moines International,Detroit Metro Wayne County,Chippewa Valley Regional,Northwest Florida Beaches International,Eagle County Regional,Elko Regional,Elmira/Corning Regional,El Paso International,Mahlon Sweet Field,Evansville Regional,Coastal Carolina Regional,Newark Liberty International,Key West International,Fairbanks International,Hector International,Fresno Yosemite International,Fayetteville Regional/Grannis Field,Glacier Park International,Flagstaff Pulliam,Fort Lauderdale-Hollywood International,Bishop International,Forbes Field,Joe Foss Field,Fort Smith Regional,Fort Wayne International,Gillette Campbell County,Garden City Regional,Spokane International,Grand Forks International,East Texas Regional,Grand Junction Regional,Gainesville Regional,Gulfport-Biloxi International,Austin Straubel International,Central Nebraska Regional,Robert Gray AAF,Gerald R. Ford International,Piedmont Triad International,Greenville-Spartanburg International,Great Falls International,Golden Triangle Regional,Gunnison-Crested Butte Regional,Guam International,Yampa Valley,Range Regional,Helena Regional,Honolulu International,Lea County Regional,William P Hobby,Westchester County,Valley International,Huntsville International-Carl T Jones Field,Washington Dulles International,George Bush Intercontinental/Houston,Wichita Mid-Continent,Idaho Falls Regional,New Castle,Wilmington International,Ford,Indianapolis International,Falls International,Sloulin Field International,Long Island MacArthur,Hilo International,Jackson Hole,Jackson Medgar Wiley Evers International,Jacksonville International,John F. Kennedy International,Joplin Regional,Juneau International,Kona International Airport at Keahole,Ketchikan International,Capital Region International,Laramie Regional,McCarran International,Lawton-Fort Sill Regional,Los Angeles International,Lubbock Preston Smith International,Lake Charles Regional,Blue Grass,Lafayette Regional,LaGuardia,Long Beach Airport,Lihue Airport,Bill and Hillary Clinton Nat Adams Field,Klamath Falls Airport,Lincoln Airport,Laredo International,La Crosse Municipal,Lewiston Nez Perce County,Midland International,MBS International,Kansas City International,Orlando International,Harrisburg International,Chicago Midway International,Memphis International,McAllen Miller International,Rogue Valley International - Medford,Montgomery Regional,Manhattan Regional,Manchester-Boston Regional,Miami International,General Mitchell International,Muskegon County,Melbourne International,Quad City International,Monroe Regional,Mammoth Lakes Airport,Mobile Regional,Modesto City-County-Harry Sham Field,Minot International,Sawyer International,Monterey Regional,Dane County Regional-Truax Field,Missoula International,Minneapolis-St Paul International,Louis Armstrong New Orleans International,Montrose Regional,Myrtle Beach International,Albert J Ellis,Metropolitan Oakland International,Kahului Airport,Will Rogers World,Eppley Airfield,Nome Airport,Ontario International,Chicago O'Hare International,Norfolk International,Worcester Regional,Southwest Oregon Regional,Ralph Wien Memorial,Barkley Regional,Palm Beach International,Portland International,Newport News/Williamsburg International,Philadelphia International,Phoenix Sky Harbor International,General Downing - Peoria International,Pocatello Regional,Pittsburgh International,Pensacola International,Pago Pago International,Tri Cities,Mercedita,Petersburg James A Johnson,Palm Springs International,Theodore Francis Green State,Portland International Jetport,Rapid City Regional,Redding Municipal,Roberts Field,Raleigh-Durham International,Rhinelander/Oneida County,Richmond International,Rock Springs Sweetwater County,Reno/Tahoe International,Roanoke Regional/Woodrum Field,Greater Rochester International,Roswell International Air Center,Rochester International,Southwest Florida International,Santa Fe Municipal,San Diego International,San Antonio International,Savannah/Hilton Head International,Santa Barbara Municipal,South Bend International,San Luis County Regional,Deadhorse Airport,University Park,Louisville International-Standiford Field,Seattle/Tacoma International,San Francisco International,Springfield-Branson National,St George Municipal,Shreveport Regional,Sitka Rocky Gutierrez,Norman Y. Mineta San Jose International,San Angelo Regional/Mathis Field,Luis Munoz Marin International,Salt Lake City International,Sacramento International,Santa Maria Public/Capt. G. Allan Hancock Field,John Wayne Airport-Orange County,Abraham Lincoln Capital,Sheppard AFB/Wichita Falls Municipal,Sarasota/Bradenton International,Lambert-St. Louis International,Cyril E King,Henry E. Rohlsen,Friedman Memorial,Sioux Gateway/Col. Bud Day Field,Stewart International,Syracuse Hancock International,Tallahassee Regional,Toledo Express,Tampa International,Tri-Cities Regional TN/VA,Trenton Mercer,Tulsa International,Tucson International,Cherry Capital,Joslin Field - Magic Valley Regional,Texarkana Regional-Webb Field,Tyler Pounds Regional,McGhee Tyson,Valdosta Regional,Northwest Florida Regional,Wrangell Airport,Northwest Arkansas Regional,Yakutat Airport,Yuma MCAS/Yuma International,All
2014-01-01,1,3,39,1,0,1,2,0,0,3,2,11,1,8,8,1,0,21,266,1,52,2,0,1,29,1,1,1,13,4,3,1,3,1,2,69,13,127,1,0,1,2,4,1,1,8,4,22,25,138,2,1,3,0,0,0,2,0,12,1,4,1,44,0,105,26,2,0,1,13,1,4,7,1,0,8,1,0,72,6,0,33,519,443,0,4,1,0,17,103,0,6,6,0,1,24,6,2,0,175,5,1,8,6,1,3,2,113,2,0,8,1,2,2,1,8,0,1,4,0,3,3,2,4,8,2,6,2,0,1,1,2,1,1,26,0,115,5,2,5,83,301,13,3,1,0,1,28,1,4,10,2,6,9,22,138,0,3,4,3,0,1,225,1,289,3,2,3,4,91,7,2,13,2,5,1,2,0,9,0,69,193,1,187,14,4,4,2,2,8,83,52,1,0,5,2,0,3,2,4,1,3,7,4,96,48,4,0,0,67,13,22,25,0,20,436,6,1,0,0,0,46,65,1,63,231,3,2,23,10,0,3,0,1,16,15,6,5,0,2,36,2,9,2,17,1,9,1,0,49,2,97,34,9,7,1,2,1,0,14,137,173,5,1,8,1,41,3,43,90,54,0,44,1,1,7,66,1,1,4,0,0,9,2,0,105,0,0,16,15,0,0,1,2,6,0,3,1,6,0,1,7227
2014-01-02,0,5,55,1,1,2,1,1,0,5,5,19,1,12,14,2,0,17,754,2,85,2,1,0,45,3,3,0,23,2,3,1,3,0,6,104,11,185,1,0,3,1,5,1,0,12,5,37,30,183,4,6,9,0,0,0,3,1,16,1,8,2,68,3,228,47,2,1,2,11,2,2,9,4,2,34,0,2,115,13,0,77,498,558,3,3,3,1,20,197,1,4,7,1,1,30,2,3,0,168,9,1,11,10,0,2,0,135,7,0,11,3,1,3,1,10,0,2,3,5,7,2,1,5,17,8,11,1,1,2,1,2,1,4,55,0,140,12,6,7,97,360,20,5,2,5,2,61,1,2,10,8,10,9,40,193,1,1,14,3,0,1,252,1,344,6,3,7,11,190,8,13,15,0,4,2,1,1,11,0,100,206,3,120,25,8,0,3,2,13,140,63,0,3,5,4,0,10,0,3,1,4,12,2,150,76,4,0,3,75,27,32,30,1,28,445,19,0,0,2,0,52,76,1,104,254,5,1,34,14,0,4,1,0,20,17,7,4,1,4,56,0,16,3,20,3,12,0,1,58,3,124,57,14,12,6,6,0,0,18,101,208,9,0,6,1,58,2,53,126,66,2,49,2,2,8,112,7,2,4,2,1,8,4,0,118,1,4,33,25,0,1,0,4,7,2,8,0,12,0,3,9713
2014-01-03,0,4,46,1,2,1,1,0,0,2,2,12,1,13,18,1,1,18,665,3,83,2,1,1,23,2,4,0,19,2,1,1,2,0,3,102,19,102,1,0,2,1,3,0,0,6,5,28,32,198,14,7,13,0,1,0,6,3,19,1,7,4,70,2,165,44,4,0,0,13,3,3,10,4,0,32,2,2,113,14,0,89,491,479,1,1,3,2,18,180,2,8,5,1,2,32,5,4,1,146,9,2,11,16,0,3,1,127,8,0,9,2,5,3,1,11,0,1,5,0,6,5,0,4,13,9,9,2,0,1,1,2,1,3,55,0,150,7,11,9,114,335,15,4,2,2,2,52,0,2,7,1,7,13,43,125,2,5,15,2,3,0,280,2,417,10,1,5,4,128,23,8,22,1,2,6,2,1,13,1,96,240,4,84,25,10,4,3,2,8,142,72,1,2,7,1,1,6,0,0,1,4,15,5,174,71,3,1,2,82,22,29,30,1,28,525,19,1,0,0,1,46,72,2,123,279,5,2,45,13,0,4,1,1,16,12,5,4,1,4,53,2,18,3,32,4,12,1,1,57,2,156,56,12,11,5,5,1,0,22,138,266,10,3,10,0,65,1,53,195,77,2,53,4,2,5,106,9,0,6,0,1,14,5,0,119,1,4,28,22,4,4,0,2,11,1,6,1,11,0,2,9690
2014-01-04,2,2,44,1,0,0,3,0,0,2,1,22,1,6,18,0,0,17,627,2,64,5,2,2,35,0,4,1,19,3,3,2,3,1,3,83,19,172,1,1,1,1,1,2,1,12,9,32,37,180,12,5,10,1,0,0,2,2,25,2,4,3,64,0,174,39,2,1,2,20,2,3,6,2,1,30,1,1,78,14,0,83,489,361,2,0,1,2,11,129,0,5,12,0,1,31,5,3,1,195,8,1,8,12,1,4,0,160,3,0,8,3,1,3,1,15,0,2,5,2,2,2,0,4,14,7,10,5,2,3,1,6,1,5,51,0,116,13,6,7,122,298,15,3,2,2,0,51,0,3,12,4,12,9,33,208,1,3,11,2,2,1,285,0,409,8,0,7,5,147,15,12,11,1,2,1,3,0,7,0,76,280,7,174,21,5,7,1,1,12,167,54,0,3,4,5,1,6,2,1,0,5,10,8,166,62,8,2,1,82,28,32,27,0,28,403,19,1,0,1,1,53,75,4,152,301,3,1,45,14,0,5,1,1,21,21,7,5,2,4,53,0,17,1,29,3,14,0,0,59,2,121,50,10,11,3,6,0,0,16,152,288,6,2,12,1,48,3,60,186,70,1,63,0,0,2,85,20,3,4,1,2,7,6,0,133,0,2,25,32,1,0,0,1,5,0,6,0,6,0,3,9540
2014-01-05,2,0,50,2,2,1,1,1,0,6,3,17,1,15,12,0,1,3,738,1,84,4,1,0,46,0,3,0,24,4,4,0,1,0,2,96,17,189,1,2,3,2,3,1,2,6,5,30,38,189,12,5,10,0,1,2,4,1,25,1,6,2,61,4,222,35,2,0,1,10,2,5,10,5,2,35,0,3,102,8,0,87,529,527,1,4,1,2,13,129,0,8,10,0,1,30,6,1,2,222,9,2,11,13,1,5,1,135,5,0,6,2,0,2,1,15,0,1,5,2,8,3,0,8,12,9,11,3,1,3,1,3,0,5,38,1,137,10,10,10,116,348,9,4,2,4,1,8,1,6,11,2,7,13,36,207,0,3,14,2,0,1,274,3,414,12,2,4,6,180,18,15,22,2,3,3,3,1,17,0,92,218,2,106,24,7,4,4,3,11,150,52,0,3,6,4,0,9,1,4,0,4,12,5,199,67,6,2,2,74,26,31,20,0,39,244,16,1,1,0,0,53,88,5,153,297,2,1,43,11,0,2,1,0,16,22,6,7,1,6,63,1,21,3,27,1,13,1,1,51,4,130,58,12,12,3,5,1,0,23,141,296,11,2,10,0,61,3,67,170,74,1,67,1,0,5,21,14,4,6,0,1,9,7,0,122,1,4,32,23,0,2,1,2,8,1,9,0,17,1,3,9815
2014-01-06,1,2,50,2,1,3,1,0,0,3,2,12,0,11,12,2,1,0,787,1,86,6,0,0,35,0,5,1,23,4,3,1,2,2,1,116,17,158,1,2,4,1,3,0,0,9,3,20,43,185,10,8,8,1,0,0,8,1,17,0,8,0,51,6,224,41,0,0,1,15,1,4,15,5,1,31,0,4,123,13,0,81,514,603,1,1,1,3,15,168,0,5,6,0,2,30,7,4,1,258,5,2,5,15,3,3,0,131,6,0,6,3,2,3,1,9,0,1,3,4,5,1,1,5,12,9,10,3,1,3,0,3,1,1,40,2,147,5,9,9,115,377,16,3,2,3,0,8,1,5,6,1,6,12,38,161,2,2,9,0,0,1,271,2,397,10,4,7,8,161,17,2,19,1,1,2,1,0,17,0,102,228,5,117,31,8,1,5,2,14,166,56,0,4,7,4,2,6,1,2,0,4,15,4,189,86,4,4,2,83,19,35,30,1,41,164,19,1,0,1,0,43,68,4,140,256,4,1,42,12,0,2,0,0,17,16,6,3,0,2,73,3,22,2,31,2,10,2,0,44,3,131,71,12,6,0,5,0,0,21,119,245,9,1,14,0,67,3,59,136,72,0,64,2,2,5,109,7,2,2,1,0,5,7,0,122,4,2,34,28,0,1,1,4,14,1,11,0,16,0,1,9762
2014-01-07,0,3,40,0,1,1,4,0,0,4,6,10,1,10,9,0,0,7,848,2,70,4,0,0,43,1,2,0,22,5,4,1,1,0,1,106,11,128,0,1,1,1,2,1,0,7,4,2,33,192,3,8,11,1,0,1,4,2,16,2,4,1,38,3,174,43,1,0,1,9,3,0,10,4,4,24,0,3,110,15,0,109,369,503,3,1,0,1,14,143,0,6,7,0,0,23,4,3,2,210,7,1,7,9,5,0,1,145,7,1,6,3,2,1,1,10,0,0,1,4,5,1,1,5,19,12,9,1,1,1,0,0,0,0,38,0,139,15,8,9,118,280,16,2,1,5,2,23,1,2,13,10,2,13,35,165,2,1,9,1,0,0,245,2,307,7,3,6,4,186,10,6,21,0,1,2,1,0,12,1,75,216,3,123,29,5,1,3,2,5,145,59,0,4,5,6,0,11,1,2,0,5,13,2,172,65,1,1,4,73,22,28,22,0,28,322,17,1,0,0,0,44,54,4,126,242,2,0,39,13,0,1,2,0,11,16,5,2,1,1,60,2,18,1,18,3,11,2,0,55,2,98,49,11,10,3,4,1,1,24,99,194,11,0,4,0,48,3,50,119,66,0,54,1,2,6,114,11,2,3,0,1,8,7,0,129,2,3,24,18,0,0,2,2,17,2,7,0,14,0,1,8903
2014-01-08,4,3,38,0,1,1,4,0,0,4,2,11,2,14,13,1,0,9,683,3,75,4,1,0,36,0,5,0,24,2,0,2,1,1,4,104,15,145,2,2,0,2,1,1,1,11,2,16,36,181,3,9,8,1,1,1,3,1,14,1,5,3,46,1,157,41,4,2,1,4,2,0,9,5,2,21,4,2,109,16,1,78,364,481,2,2,1,2,22,168,1,2,1,0,2,28,7,7,0,198,7,3,6,13,4,2,2,138,7,1,9,5,9,1,0,11,0,2,0,4,5,6,1,6,21,9,13,2,2,1,1,2,0,3,23,1,144,17,9,5,102,273,9,2,2,3,1,56,1,2,11,1,6,10,26,177,1,5,6,3,1,0,244,0,334,12,0,4,4,157,24,3,26,0,3,5,1,0,13,2,73,207,8,196,18,4,4,1,1,12,154,54,1,2,7,4,0,6,3,1,0,6,12,1,127,58,2,2,3,72,7,26,28,1,33,550,12,1,1,0,2,50,56,2,109,231,7,1,29,10,0,0,3,2,24,18,6,3,2,3,42,1,14,1,19,3,15,0,1,65,4,114,48,7,14,5,8,1,2,18,101,270,11,2,9,2,48,2,56,153,66,1,56,3,2,7,105,5,2,1,1,2,10,6,2,114,1,4,25,16,3,1,1,2,7,2,6,1,15,1,1,9096
2014-01-09,4,5,31,1,0,2,6,1,0,4,4,10,0,13,9,0,1,8,583,5,58,2,2,0,25,1,2,1,20,0,2,0,1,0,5,93,10,122,1,2,3,0,1,1,1,9,5,31,31,155,1,12,6,0,1,2,1,1,16,2,9,2,56,3,150,32,3,2,2,8,2,1,11,4,2,23,1,3,112,7,0,62,376,532,2,3,2,3,22,145,1,2,2,2,1,23,7,5,0,168,7,2,7,17,1,2,0,120,2,1,8,4,4,2,1,9,0,2,2,4,3,5,2,5,10,2,10,3,1,1,0,3,1,2,26,2,136,10,5,9,92,301,14,5,2,2,0,51,1,3,11,1,4,10,30,136,1,3,5,2,3,0,245,1,271,10,3,5,6,145,7,1,23,0,4,2,1,1,17,1,62,196,6,165,23,3,6,6,1,8,127,52,0,2,4,4,2,6,2,1,1,7,10,3,104,53,2,1,2,75,11,28,29,1,30,511,13,0,1,1,0,47,63,0,80,216,6,1,24,11,0,2,3,0,17,14,4,3,3,3,46,1,19,1,19,3,13,1,0,58,3,95,54,9,13,7,5,1,2,15,115,229,11,2,9,1,53,3,50,123,77,1,49,3,1,6,114,8,2,0,1,1,10,7,2,109,4,4,31,21,1,1,3,4,16,2,5,0,13,0,3,8471
2014-01-10,2,4,20,1,1,0,6,0,0,3,3,9,2,12,11,0,2,0,711,4,49,3,1,0,33,1,2,2,14,1,2,1,3,0,6,87,8,146,3,1,1,3,1,2,0,7,5,32,30,192,3,13,3,0,0,1,6,1,16,1,10,1,74,0,179,37,4,2,0,10,3,1,5,2,0,23,3,2,99,15,0,109,380,442,2,2,2,2,18,140,1,4,4,0,2,26,6,4,1,192,7,1,10,13,3,3,0,115,4,2,13,5,7,0,0,11,0,1,2,4,4,5,2,3,16,9,11,1,2,1,0,1,1,0,30,2,116,14,9,13,110,262,12,2,1,2,1,39,1,4,13,3,7,9,29,142,0,2,5,1,3,0,223,1,227,7,0,8,6,170,6,9,17,0,2,2,1,0,9,2,69,168,5,183,20,4,6,6,4,13,124,55,0,1,9,5,1,8,2,2,1,6,14,3,127,55,1,1,1,74,17,30,30,0,26,547,12,0,1,1,1,46,43,3,110,199,3,2,31,10,1,1,3,0,15,19,5,4,1,2,60,1,13,1,18,2,17,0,1,45,2,91,41,9,12,5,5,1,1,20,110,238,12,1,11,0,54,4,37,96,70,0,52,4,0,3,99,4,2,2,1,1,10,9,3,100,5,4,26,17,3,1,1,2,13,1,2,0,14,1,3,8549
